application_key,facility,parameter,monitoring_period,change,fields_changed,before_comparison,after_comparison,before_monitoring,after_monitoring,before_evidence,after_evidence,before_unresolved,after_unresolved,semantic_relation,grounding_pointer,before_state,after_state
measurement:dmr_form_value_id=3920700956,NM0028762,50050,2025-08-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700957,NM0028762,50050,2025-08-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700958,NM0028762,50060,2025-08-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",WITHIN_LIMIT,WITHIN_LIMIT,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700961,NM0028762,00400,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",WITHIN_LIMIT,WITHIN_LIMIT,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700962,NM0028762,00400,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",WITHIN_LIMIT,WITHIN_LIMIT,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700963,NM0028762,00530,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",WITHIN_LIMIT,WITHIN_LIMIT,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700964,NM0028762,00530,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",WITHIN_LIMIT,WITHIN_LIMIT,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700965,NM0028762,00530,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700966,NM0028762,00530,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700967,NM0028762,50050,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700968,NM0028762,50050,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920700969,NM0028762,50060,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",WITHIN_LIMIT,WITHIN_LIMIT,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701165,NM0028762,70295,2024-12-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701166,NM0028762,70295,2024-12-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701167,NM0028762,70295,2024-12-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701168,NM0028762,70295,2024-12-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701173,NM0028762,70295,2025-03-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701174,NM0028762,70295,2025-03-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701175,NM0028762,70295,2025-03-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701176,NM0028762,70295,2025-03-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701181,NM0028762,70295,2025-06-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701182,NM0028762,70295,2025-06-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701183,NM0028762,70295,2025-06-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701184,NM0028762,70295,2025-06-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701189,NM0028762,70295,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701190,NM0028762,70295,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701191,NM0028762,70295,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701192,NM0028762,70295,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701293,NM0028762,78248,2024-12-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701294,NM0028762,78248,2024-12-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701295,NM0028762,78248,2024-12-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701296,NM0028762,78248,2024-12-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701297,NM0028762,78248,2025-03-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701298,NM0028762,78248,2025-03-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701299,NM0028762,78248,2025-03-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701300,NM0028762,78248,2025-03-31,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701301,NM0028762,78248,2025-06-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701302,NM0028762,78248,2025-06-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701303,NM0028762,78248,2025-06-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701304,NM0028762,78248,2025-06-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701305,NM0028762,78248,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701306,NM0028762,78248,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701307,NM0028762,78248,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
measurement:dmr_form_value_id=3920701308,NM0028762,78248,2025-09-30,field_delta,"monitoring_status,evidence_status,unresolved_reason,monitoring_condition",NOT_NUMERIC_CANDIDATE,NOT_NUMERIC_CANDIDATE,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,UNRESOLVED_SEMANTIC,UNRESOLVED_FACTUAL,conditional_discharge_dependent_monitoring;limit_sample_type_code;monitoring_frequency_code;permit_limit_comment_text,discharge_occurrence_in_period;limit_sample_type_code;monitoring_frequency_code,monitoring_requirement_fy2025 / discharge_occurrence_in_period,,state_a,state_b
